Restaurant_ID,Restaurant_Name,City,Locality,Cuisines,Restaurant_Type,Online_Order,Table_Booking,Rating,Votes,Approx_Cost_for_Two,Listed_In,Has_Parking,Is_Newly_Opened,Delivery_Time_mins,Rating_Category,Cost_Category,Engagement_Score
ZOM1437,Olive Garden (Nav),Ahmedabad,Navrangpura,Mughlai,Delivery Only,Yes,No,3.2,1809,760,Dine-out,No,No,79,Average (2.5-3.5),Premium (700-1500),24.0
ZOM1438,Tikka Town (Jub),Hyderabad,Jubilee Hills,Thai,Cafe,Yes,No,3.3,3718,559,Pubs and Bars,No,No,40,Average (2.5-3.5),Mid-range (300-700),27.13
ZOM1439,Bombay Bites (MG ),Bangalore,MG Road,North Indian,Food Court,Yes,No,3.8,2828,429,Desserts,No,No,69,Good (3.5-4.0),Mid-range (300-700),30.2
ZOM1440,Masala Magic (Dad),Mumbai,Dadar,Biryani,Cafe,Yes,No,2.3,71,741,Pubs and Bars,No,No,89,Poor (<2.5),Premium (700-1500),9.84
ZOM1441,Dosa Point (Ali),Kolkata,Alipore,Fast Food,Fine Dining,Yes,No,4.0,2779,2695,Desserts,Yes,No,21,Good (3.5-4.0),Luxury (1500+),31.72
ZOM1442,Olive Garden (Vai),Jaipur,Vaishali Nagar,Gujarati,Bakery,Yes,No,4.9,2666,315,Dine-out,No,No,27,Excellent (4.5+),Mid-range (300-700),38.65
ZOM1443,The Curry House (Vel),Chennai,Velachery,Mughlai,Bakery,Yes,No,4.0,666,641,Desserts,Yes,No,55,Good (3.5-4.0),Mid-range (300-700),26.01
ZOM1444,Noodle Box (Pow),Mumbai,Powai,Bengali,Quick Bites,Yes,No,4.6,1873,460,Pubs and Bars,Yes,No,81,Excellent (4.5+),Mid-range (300-700),34.66
ZOM1445,The Kebab Studio (Mal),Jaipur,Malviya Nagar,Continental,Casual Dining,Yes,No,4.2,637,454,Dine-out,No,No,35,Very Good (4.0-4.5),Mid-range (300-700),27.13
ZOM1446,The Kebab Studio (Ind),Lucknow,Indira Nagar,Chinese,Bakery,Yes,No,4.6,3088,714,Delivery,No,No,35,Excellent (4.5+),Premium (700-1500),36.96
ZOM1447,The Grand Kitchen (Whi),Bangalore,Whitefield,Gujarati,Casual Dining,No,No,2.8,241,747,Dine-out,No,No,0,Average (2.5-3.5),Premium (700-1500),15.37
ZOM1448,Olive Garden (Nav),Ahmedabad,Navrangpura,Chinese,Dhaba,No,No,4.5,4730,348,Desserts,No,No,0,Very Good (4.0-4.5),Mid-range (300-700),38.08
ZOM1449,Chaat Corner (Kor),Pune,Koregaon Park,North Indian,Cafe,Yes,No,3.8,4042,805,Delivery,No,No,51,Good (3.5-4.0),Premium (700-1500),31.56
ZOM1450,Desi Zaika (Pow),Mumbai,Powai,North Indian,Cafe,Yes,No,4.1,1017,1137,Dine-out,Yes,Yes,33,Very Good (4.0-4.5),Premium (700-1500),28.39
ZOM1451,The Food Factory (Kot),Pune,Kothrud,Bengali,Delivery Only,Yes,No,4.1,4581,313,Delivery,No,No,85,Very Good (4.0-4.5),Mid-range (300-700),34.56
ZOM1452,The Pizza Place (CG ),Ahmedabad,CG Road,Thai,Bakery,Yes,No,2.4,2413,379,Dine-out,No,No,81,Poor (<2.5),Mid-range (300-700),18.69
ZOM1453,Desi Zaika (Jub),Hyderabad,Jubilee Hills,Continental,Casual Dining,Yes,Yes,4.1,1694,710,Dine-out,Yes,Yes,25,Very Good (4.0-4.5),Premium (700-1500),30.49
ZOM1454,The Biryani Bowl (Ami),Lucknow,Aminabad,Chinese,Quick Bites,Yes,No,4.0,1447,465,Desserts,No,No,31,Good (3.5-4.0),Mid-range (300-700),29.11
ZOM1455,The Diner (Jag),Jaipur,Jagatpura,North Indian,Casual Dining,Yes,Yes,4.7,565,441,Delivery,Yes,Yes,57,Excellent (4.5+),Mid-range (300-700),29.79
ZOM1456,The Grill House (Vim),Pune,Viman Nagar,Continental,Quick Bites,Yes,No,4.7,598,307,Desserts,No,No,25,Excellent (4.5+),Mid-range (300-700),30.06
ZOM1457,Bombay Bites (Sec),Hyderabad,Secunderabad,Gujarati,Casual Dining,No,Yes,4.5,3143,1430,Pubs and Bars,No,No,0,Very Good (4.0-4.5),Premium (700-1500),36.24
ZOM1458,Bombay Bites (Kor),Pune,Koregaon Park,Thai,Quick Bites,Yes,No,3.4,77,355,Delivery,No,No,39,Average (2.5-3.5),Mid-range (300-700),14.81
ZOM1459,The Biryani Bowl (Gom),Lucknow,Gomti Nagar,Fast Food,Cafe,No,No,3.3,4366,1192,Dine-out,Yes,Yes,0,Average (2.5-3.5),Premium (700-1500),27.66
ZOM1460,Masala Magic (Civ),Jaipur,Civil Lines,Italian,Food Court,Yes,No,3.0,4264,535,Delivery,Yes,Yes,73,Average (2.5-3.5),Mid-range (300-700),25.07
ZOM1461,Taste of India (Sak),Delhi,Saket,Gujarati,Food Court,Yes,No,3.9,242,580,Pubs and Bars,Yes,Yes,71,Good (3.5-4.0),Mid-range (300-700),21.42
ZOM1462,Bombay Bites (Myl),Chennai,Mylapore,Italian,Food Court,Yes,No,3.1,2951,736,Desserts,Yes,Yes,87,Average (2.5-3.5),Premium (700-1500),24.77
ZOM1463,Idli House (Kor),Bangalore,Koramangala,Fast Food,Bakery,Yes,No,3.9,4228,291,Desserts,No,Yes,32,Good (3.5-4.0),Budget (<300),32.56
ZOM1464,The Diner (Con),Delhi,Connaught Place,North Indian,Fine Dining,Yes,Yes,1.7,547,3351,Desserts,No,No,82,Poor (<2.5),Luxury (1500+),10.72
ZOM1465,Royal Feast (Laj),Delhi,Lajpat Nagar,Mughlai,Fine Dining,No,Yes,3.9,4490,4219,Desserts,No,No,0,Good (3.5-4.0),Luxury (1500+),32.8
ZOM1466,Royal Feast (Pra),Ahmedabad,Prahlad Nagar,Gujarati,Fine Dining,Yes,Yes,3.7,1889,4210,Delivery,Yes,Yes,50,Good (3.5-4.0),Luxury (1500+),27.91
ZOM1467,The Food Factory (Kot),Pune,Kothrud,Mexican,Food Court,No,No,3.5,1958,544,Dine-out,No,Yes,0,Average (2.5-3.5),Mid-range (300-700),26.53
ZOM1468,Tikka Town (HSR),Bangalore,HSR Layout,Mexican,Quick Bites,No,No,4.8,4742,205,Desserts,Yes,Yes,0,Excellent (4.5+),Budget (<300),40.63
ZOM1469,Food Junction (Myl),Chennai,Mylapore,Mughlai,Casual Dining,Yes,Yes,3.6,461,1382,Dine-out,No,Yes,28,Good (3.5-4.0),Premium (700-1500),22.09
ZOM1470,Noodle Box (Cam),Pune,Camp,Biryani,Cafe,Yes,No,3.4,4249,1282,Desserts,Yes,Yes,26,Average (2.5-3.5),Premium (700-1500),28.41
ZOM1471,The Kebab Studio (Pow),Mumbai,Powai,Chinese,Food Court,No,No,3.2,404,459,Dine-out,Yes,No,0,Average (2.5-3.5),Mid-range (300-700),19.21
ZOM1472,Spice Garden (Sal),Kolkata,Salt Lake,Mughlai,Delivery Only,Yes,No,3.2,1643,579,Pubs and Bars,No,No,71,Average (2.5-3.5),Mid-range (300-700),23.7
ZOM1473,Burger House (Aun),Pune,Aundh,South Indian,Food Court,No,No,3.2,3297,619,Delivery,No,No,0,Average (2.5-3.5),Mid-range (300-700),25.92
ZOM1474,Royal Feast (Par),Kolkata,Park Street,Mexican,Casual Dining,No,Yes,4.0,4224,1167,Pubs and Bars,No,Yes,0,Good (3.5-4.0),Premium (700-1500),33.4
ZOM1475,Tikka Town (Sak),Delhi,Saket,Bengali,Delivery Only,Yes,No,4.2,2049,682,Desserts,No,No,26,Very Good (4.0-4.5),Mid-range (300-700),32.03
ZOM1476,The Grill House (Ban),Mumbai,Bandra,Mexican,Bakery,No,No,2.8,2144,797,Dine-out,No,No,0,Average (2.5-3.5),Premium (700-1500),21.48
ZOM1477,The Grand Kitchen (Con),Delhi,Connaught Place,Gujarati,Cafe,Yes,No,3.6,3721,909,Dine-out,No,No,74,Good (3.5-4.0),Premium (700-1500),29.6
ZOM1478,Spice Garden (Jag),Jaipur,Jagatpura,Mughlai,Quick Bites,Yes,No,3.5,4486,379,Desserts,Yes,No,40,Average (2.5-3.5),Mid-range (300-700),29.43
ZOM1479,Flavors Restaurant (Laj),Delhi,Lajpat Nagar,Bengali,Cafe,Yes,No,3.0,905,464,Desserts,Yes,No,32,Average (2.5-3.5),Mid-range (300-700),20.43
ZOM1480,The Sandwich Shop (Sec),Hyderabad,Secunderabad,Mughlai,Quick Bites,No,No,3.0,2014,337,Delivery,No,Yes,0,Average (2.5-3.5),Mid-range (300-700),22.83
ZOM1481,Noodle Box (Pra),Ahmedabad,Prahlad Nagar,Gujarati,Fine Dining,Yes,Yes,3.7,2447,2202,Delivery,No,No,40,Good (3.5-4.0),Luxury (1500+),28.87
ZOM1482,Food Junction (Ind),Lucknow,Indira Nagar,Thai,Fine Dining,Yes,Yes,3.2,2360,4057,Dine-out,Yes,No,87,Average (2.5-3.5),Luxury (1500+),24.85
ZOM1483,The Pizza Place (Ami),Lucknow,Aminabad,Mughlai,Dhaba,Yes,No,3.4,550,763,Dine-out,No,No,71,Average (2.5-3.5),Premium (700-1500),21.46
ZOM1484,The Pizza Place (Vel),Chennai,Velachery,Chinese,Fine Dining,Yes,Yes,4.0,3498,4172,Pubs and Bars,No,No,83,Good (3.5-4.0),Luxury (1500+),32.64
ZOM1485,The Diner (Jub),Hyderabad,Jubilee Hills,Bengali,Delivery Only,Yes,No,3.6,21,319,Dine-out,No,No,28,Good (3.5-4.0),Mid-range (300-700),11.13
ZOM1486,Food Junction (Jag),Jaipur,Jagatpura,Biryani,Bakery,Yes,No,3.3,429,228,Dine-out,No,No,29,Average (2.5-3.5),Budget (<300),20.01
ZOM1487,The Diner (Ami),Lucknow,Aminabad,Gujarati,Dhaba,Yes,No,5.0,246,431,Desserts,Yes,Yes,40,Excellent (4.5+),Mid-range (300-700),27.55
ZOM1488,The Diner (Col),Mumbai,Colaba,Chinese,Casual Dining,Yes,No,2.0,719,1125,Dine-out,No,No,68,Poor (<2.5),Premium (700-1500),13.16
ZOM1489,Flavors Restaurant (Kor),Bangalore,Koramangala,Biryani,Delivery Only,Yes,No,3.6,83,372,Dine-out,No,Yes,88,Good (3.5-4.0),Mid-range (300-700),15.95
ZOM1490,Chaat Corner (Ali),Lucknow,Aliganj,Biryani,Cafe,No,No,4.3,2153,807,Dine-out,No,No,0,Very Good (4.0-4.5),Premium (700-1500),33.0
ZOM1491,Idli House (Col),Mumbai,Colaba,Continental,Dhaba,Yes,No,4.6,2716,216,Pubs and Bars,Yes,Yes,24,Excellent (4.5+),Budget (<300),36.37
ZOM1492,Dosa Point (T N),Chennai,T Nagar,Bengali,Food Court,Yes,No,3.1,152,565,Dine-out,No,No,30,Average (2.5-3.5),Mid-range (300-700),15.59
ZOM1493,The Diner (Gac),Hyderabad,Gachibowli,Mexican,Fine Dining,Yes,No,4.6,4536,1898,Dine-out,No,Yes,26,Excellent (4.5+),Luxury (1500+),38.73
ZOM1494,The Grill House (Kor),Pune,Koregaon Park,Continental,Delivery Only,Yes,No,3.4,2551,460,Dine-out,Yes,No,24,Average (2.5-3.5),Mid-range (300-700),26.67
ZOM1495,Spice Garden (Juh),Mumbai,Juhu,Mexican,Fine Dining,Yes,Yes,3.4,2042,4923,Pubs and Bars,Yes,No,27,Average (2.5-3.5),Luxury (1500+),25.92
ZOM1496,Urban Bites (Man),Ahmedabad,Maninagar,Thai,Bakery,Yes,No,3.7,1578,536,Pubs and Bars,Yes,No,27,Good (3.5-4.0),Mid-range (300-700),27.25
ZOM1497,The Pizza Place (MI ),Jaipur,MI Road,Thai,Fine Dining,No,No,3.1,3844,1859,Dine-out,Yes,No,0,Average (2.5-3.5),Luxury (1500+),25.59
ZOM1498,The Sandwich Shop (New),Kolkata,New Town,Fast Food,Cafe,No,No,2.8,2381,1235,Pubs and Bars,No,Yes,0,Average (2.5-3.5),Premium (700-1500),21.77
ZOM1499,Desi Zaika (Dwa),Delhi,Dwarka,Mughlai,Food Court,Yes,No,3.3,1618,368,Delivery,No,No,81,Average (2.5-3.5),Mid-range (300-700),24.39
ZOM1500,The Grill House (Kor),Pune,Koregaon Park,Continental,Delivery Only,Yes,No,3.2,374,687,Delivery,No,No,21,Average (2.5-3.5),Mid-range (300-700),18.97
ZOM1501,Spice Garden (Jag),Jaipur,Jagatpura,Mexican,Food Court,Yes,No,3.4,2426,359,Dine-out,No,Yes,35,Average (2.5-3.5),Mid-range (300-700),26.5
ZOM1502,Olive Garden (Hau),Delhi,Hauz Khas,Thai,Casual Dining,Yes,No,2.9,1316,921,Dine-out,No,No,34,Average (2.5-3.5),Premium (700-1500),20.83
ZOM1503,Olive Garden (Hau),Delhi,Hauz Khas,Thai,Dhaba,Yes,No,4.0,2325,601,Dine-out,Yes,No,74,Good (3.5-4.0),Mid-range (300-700),31.01
ZOM1504,Spice Garden (Par),Kolkata,Park Street,South Indian,Quick Bites,Yes,No,3.0,4045,273,Dine-out,No,Yes,41,Average (2.5-3.5),Budget (<300),24.92
ZOM1505,Green Leaf Cafe (Gom),Lucknow,Gomti Nagar,Fast Food,Dhaba,No,No,2.3,4088,613,Desserts,No,No,0,Poor (<2.5),Mid-range (300-700),19.13
ZOM1506,The Grill House (Col),Mumbai,Colaba,Gujarati,Quick Bites,Yes,No,3.8,3248,271,Pubs and Bars,Yes,Yes,51,Good (3.5-4.0),Budget (<300),30.73
ZOM1507,Bombay Bites (Laj),Delhi,Lajpat Nagar,Thai,Quick Bites,Yes,No,3.6,43,417,Pubs and Bars,Yes,No,66,Good (3.5-4.0),Mid-range (300-700),13.62
ZOM1508,Noodle Box (Pra),Ahmedabad,Prahlad Nagar,Continental,Casual Dining,Yes,Yes,3.5,2201,701,Dine-out,No,No,26,Average (2.5-3.5),Premium (700-1500),26.94
ZOM1509,Bombay Bites (Mal),Jaipur,Malviya Nagar,Gujarati,Fine Dining,Yes,Yes,4.8,4763,3783,Delivery,No,No,41,Excellent (4.5+),Luxury (1500+),40.65
ZOM1510,The Grill House (Con),Delhi,Connaught Place,North Indian,Dhaba,Yes,No,3.9,4335,665,Dine-out,Yes,No,21,Good (3.5-4.0),Mid-range (300-700),32.66
ZOM1511,The Food Factory (Hit),Hyderabad,Hitech City,Gujarati,Fine Dining,Yes,No,2.5,4313,1962,Dine-out,Yes,Yes,71,Poor (<2.5),Luxury (1500+),20.92
ZOM1512,The Kebab Studio (MG ),Bangalore,MG Road,Bengali,Casual Dining,No,Yes,3.7,287,487,Delivery,No,Yes,0,Good (3.5-4.0),Mid-range (300-700),20.95
ZOM1513,Masala Magic (Ann),Chennai,Anna Nagar,Italian,Food Court,Yes,No,4.1,465,477,Dine-out,No,No,62,Very Good (4.0-4.5),Mid-range (300-700),25.19
ZOM1514,Tikka Town (Laj),Delhi,Lajpat Nagar,Bengali,Quick Bites,Yes,No,3.9,2473,340,Dine-out,No,No,38,Good (3.5-4.0),Mid-range (300-700),30.47
ZOM1515,Food Junction (Ali),Kolkata,Alipore,Gujarati,Delivery Only,Yes,No,5.0,27,612,Pubs and Bars,No,No,49,Excellent (4.5+),Mid-range (300-700),16.66
ZOM1516,Masala Magic (Bal),Kolkata,Ballygunge,Chinese,Casual Dining,Yes,Yes,3.3,1309,761,Desserts,No,No,77,Average (2.5-3.5),Premium (700-1500),23.69
ZOM1517,Tikka Town (MG ),Bangalore,MG Road,Biryani,Bakery,No,No,4.0,3732,783,Desserts,No,No,0,Good (3.5-4.0),Premium (700-1500),32.9
ZOM1518,The Food Factory (Vel),Chennai,Velachery,Thai,Quick Bites,Yes,No,3.5,1289,373,Dine-out,Yes,No,83,Average (2.5-3.5),Mid-range (300-700),25.07
ZOM1519,Chaat Corner (Myl),Chennai,Mylapore,Gujarati,Quick Bites,Yes,No,4.1,4974,159,Delivery,No,Yes,40,Very Good (4.0-4.5),Budget (<300),34.9
ZOM1520,Curry Leaf (Ami),Lucknow,Aminabad,Continental,Cafe,Yes,No,4.0,3972,1489,Pubs and Bars,No,No,60,Good (3.5-4.0),Premium (700-1500),33.15
ZOM1521,Tikka Town (Whi),Bangalore,Whitefield,Continental,Cafe,Yes,No,4.5,2164,1436,Dine-out,No,Yes,28,Very Good (4.0-4.5),Premium (700-1500),34.56
ZOM1522,The Diner (Hin),Pune,Hinjewadi,Thai,Casual Dining,Yes,Yes,4.5,2552,713,Pubs and Bars,No,No,73,Very Good (4.0-4.5),Premium (700-1500),35.3
ZOM1523,The Food Factory (Vai),Jaipur,Vaishali Nagar,Mexican,Fine Dining,Yes,Yes,3.8,3088,3756,Desserts,No,Yes,33,Good (3.5-4.0),Luxury (1500+),30.54
ZOM1524,The Curry House (Hit),Hyderabad,Hitech City,Italian,Quick Bites,Yes,No,4.2,3494,392,Dine-out,Yes,No,89,Very Good (4.0-4.5),Mid-range (300-700),34.27
ZOM1525,Curry Leaf (Mal),Jaipur,Malviya Nagar,Continental,Food Court,No,No,4.5,3900,410,Delivery,Yes,No,0,Very Good (4.0-4.5),Mid-range (300-700),37.21
ZOM1526,Dosa Point (Dwa),Delhi,Dwarka,Thai,Delivery Only,Yes,No,3.5,1129,331,Pubs and Bars,No,No,39,Average (2.5-3.5),Mid-range (300-700),24.6
ZOM1527,Punjabi Tadka (Cam),Pune,Camp,Continental,Bakery,Yes,No,3.0,1934,735,Pubs and Bars,No,No,45,Average (2.5-3.5),Premium (700-1500),22.7
ZOM1528,Dosa Point (Mad),Hyderabad,Madhapur,Continental,Bakery,Yes,No,3.4,1833,219,Desserts,No,Yes,36,Average (2.5-3.5),Budget (<300),25.55
ZOM1529,Desi Zaika (Vai),Jaipur,Vaishali Nagar,Mexican,Fine Dining,Yes,Yes,3.4,3195,4130,Dine-out,Yes,No,23,Average (2.5-3.5),Luxury (1500+),27.44
ZOM1530,The Diner (Ind),Bangalore,Indiranagar,Mughlai,Quick Bites,Yes,No,3.3,3297,485,Desserts,No,Yes,77,Average (2.5-3.5),Mid-range (300-700),26.73
ZOM1531,Flavors Restaurant (CG ),Ahmedabad,CG Road,Mexican,Food Court,Yes,No,3.8,2952,735,Desserts,Yes,No,53,Good (3.5-4.0),Premium (700-1500),30.36
ZOM1532,Taste of India (Ban),Mumbai,Bandra,Bengali,Fine Dining,Yes,Yes,3.5,598,4462,Dine-out,Yes,No,68,Average (2.5-3.5),Luxury (1500+),22.38
ZOM1533,South Kitchen (T N),Chennai,T Nagar,Thai,Dhaba,Yes,No,3.7,3395,410,Dine-out,Yes,No,41,Good (3.5-4.0),Mid-range (300-700),30.08
ZOM1534,The Food Factory (Man),Ahmedabad,Maninagar,Mexican,Food Court,Yes,No,4.5,668,316,Desserts,No,No,50,Very Good (4.0-4.5),Mid-range (300-700),29.28
ZOM1535,The Food Factory (Gom),Lucknow,Gomti Nagar,Bengali,Delivery Only,Yes,No,3.2,872,218,Desserts,No,Yes,67,Average (2.5-3.5),Budget (<300),21.67
ZOM1536,Royal Feast (Hit),Hyderabad,Hitech City,Continental,Fine Dining,Yes,No,4.0,4840,4028,Pubs and Bars,No,No,37,Good (3.5-4.0),Luxury (1500+),33.94
ZOM1537,Noodle Box (Jay),Bangalore,Jayanagar,South Indian,Fine Dining,Yes,Yes,3.3,835,3151,Pubs and Bars,No,Yes,66,Average (2.5-3.5),Luxury (1500+),22.2
ZOM1538,Tikka Town (Kar),Delhi,Karol Bagh,Gujarati,Fine Dining,Yes,Yes,3.1,1024,1697,Desserts,No,No,23,Average (2.5-3.5),Luxury (1500+),21.49
ZOM1539,Desi Zaika (Par),Kolkata,Park Street,Biryani,Dhaba,No,No,3.3,664,246,Desserts,No,Yes,0,Average (2.5-3.5),Budget (<300),21.45
ZOM1540,The Sandwich Shop (Aun),Pune,Aundh,Fast Food,Food Court,Yes,No,4.3,2015,599,Delivery,No,No,88,Very Good (4.0-4.5),Mid-range (300-700),32.72
ZOM1541,Punjabi Tadka (T N),Chennai,T Nagar,North Indian,Casual Dining,Yes,Yes,4.3,504,537,Desserts,No,No,69,Very Good (4.0-4.5),Mid-range (300-700),26.77
ZOM1542,Taste of India (Bal),Kolkata,Ballygunge,Mughlai,Quick Bites,No,No,4.9,3701,347,Pubs and Bars,No,No,0,Excellent (4.5+),Mid-range (300-700),40.26
ZOM1543,South Kitchen (Civ),Jaipur,Civil Lines,Bengali,Bakery,Yes,No,4.9,3925,762,Desserts,Yes,No,38,Excellent (4.5+),Premium (700-1500),40.55
ZOM1544,The Biryani Bowl (Jag),Jaipur,Jagatpura,Mexican,Fine Dining,No,No,3.4,1454,2080,Dine-out,No,No,0,Average (2.5-3.5),Luxury (1500+),24.76
ZOM1545,Chaat Corner (Cam),Pune,Camp,Chinese,Quick Bites,Yes,No,4.1,2008,198,Desserts,No,No,40,Very Good (4.0-4.5),Budget (<300),31.18
ZOM1546,Idli House (Hau),Delhi,Hauz Khas,Thai,Dhaba,Yes,No,2.9,708,459,Pubs and Bars,No,Yes,58,Average (2.5-3.5),Mid-range (300-700),19.04
ZOM1547,Idli House (HSR),Bangalore,HSR Layout,Gujarati,Casual Dining,Yes,Yes,3.7,2983,1040,Desserts,No,No,43,Good (3.5-4.0),Premium (700-1500),29.6
ZOM1548,The Biryani Bowl (Con),Delhi,Connaught Place,Fast Food,Cafe,Yes,No,3.4,3389,1384,Pubs and Bars,Yes,No,55,Average (2.5-3.5),Premium (700-1500),27.64
ZOM1549,Food Junction (Kot),Pune,Kothrud,Gujarati,Delivery Only,Yes,No,3.5,1436,613,Dine-out,No,No,26,Average (2.5-3.5),Mid-range (300-700),25.45
ZOM1550,Flavors Restaurant (Nav),Ahmedabad,Navrangpura,Italian,Delivery Only,Yes,No,4.3,167,599,Pubs and Bars,No,No,73,Very Good (4.0-4.5),Mid-range (300-700),22.03
ZOM1551,The Biryani Bowl (Gom),Lucknow,Gomti Nagar,Gujarati,Casual Dining,Yes,Yes,3.2,2019,604,Dine-out,Yes,No,89,Average (2.5-3.5),Mid-range (300-700),24.35
ZOM1552,Green Leaf Cafe (Hin),Pune,Hinjewadi,Gujarati,Dhaba,Yes,No,3.3,845,795,Pubs and Bars,Yes,Yes,76,Average (2.5-3.5),Premium (700-1500),22.24
ZOM1553,The Biryani Bowl (Sak),Delhi,Saket,Fast Food,Bakery,Yes,No,3.7,694,718,Dine-out,No,No,89,Good (3.5-4.0),Premium (700-1500),24.21
ZOM1554,The Curry House (Pra),Ahmedabad,Prahlad Nagar,Bengali,Casual Dining,Yes,Yes,3.7,1427,598,Delivery,No,Yes,40,Good (3.5-4.0),Mid-range (300-700),26.88
ZOM1555,Idli House (Mal),Jaipur,Malviya Nagar,Mughlai,Quick Bites,Yes,No,4.1,1454,303,Pubs and Bars,No,No,33,Very Good (4.0-4.5),Mid-range (300-700),29.86
ZOM1556,The Sandwich Shop (Pra),Ahmedabad,Prahlad Nagar,Bengali,Food Court,Yes,No,2.9,4265,504,Dine-out,No,No,38,Average (2.5-3.5),Mid-range (300-700),24.24
ZOM1557,The Curry House (Haz),Lucknow,Hazratganj,Mexican,Quick Bites,Yes,No,4.1,375,494,Desserts,No,No,31,Very Good (4.0-4.5),Mid-range (300-700),24.31
ZOM1558,Saffron Kitchen (Gac),Hyderabad,Gachibowli,Continental,Bakery,Yes,No,3.1,429,797,Dine-out,Yes,No,52,Average (2.5-3.5),Premium (700-1500),18.8
ZOM1559,Urban Bites (Kar),Delhi,Karol Bagh,Gujarati,Bakery,Yes,No,3.6,4693,772,Desserts,No,No,80,Good (3.5-4.0),Premium (700-1500),30.43
ZOM1560,Chaat Corner (Mad),Hyderabad,Madhapur,Fast Food,Fine Dining,Yes,Yes,3.8,2095,2028,Dine-out,Yes,No,89,Good (3.5-4.0),Luxury (1500+),29.06
ZOM1561,Dosa Point (T N),Chennai,T Nagar,Italian,Cafe,Yes,No,3.4,1522,597,Pubs and Bars,No,No,84,Average (2.5-3.5),Mid-range (300-700),24.92
ZOM1562,South Kitchen (Con),Delhi,Connaught Place,South Indian,Food Court,Yes,No,4.0,4953,256,Pubs and Bars,Yes,No,85,Good (3.5-4.0),Budget (<300),34.03
ZOM1563,Tikka Town (Ali),Kolkata,Alipore,Mughlai,Food Court,Yes,No,3.1,102,343,Desserts,Yes,No,70,Average (2.5-3.5),Mid-range (300-700),14.37
ZOM1564,Spice Garden (Aun),Pune,Aundh,Bengali,Fine Dining,No,Yes,3.1,4737,2817,Pubs and Bars,Yes,No,0,Average (2.5-3.5),Luxury (1500+),26.24
ZOM1565,Royal Feast (Cam),Pune,Camp,Chinese,Food Court,No,No,4.4,4671,442,Dine-out,No,Yes,0,Very Good (4.0-4.5),Mid-range (300-700),37.18
ZOM1566,Punjabi Tadka (Pow),Mumbai,Powai,Italian,Dhaba,Yes,No,2.2,1859,476,Dine-out,No,No,39,Poor (<2.5),Mid-range (300-700),16.56
ZOM1567,The Curry House (Jay),Bangalore,Jayanagar,Fast Food,Cafe,No,No,3.7,1182,782,Pubs and Bars,No,No,0,Good (3.5-4.0),Premium (700-1500),26.18
ZOM1568,The Pizza Place (HSR),Bangalore,HSR Layout,Continental,Cafe,Yes,No,3.8,1096,775,Dine-out,No,No,33,Good (3.5-4.0),Premium (700-1500),26.6
ZOM1569,Punjabi Tadka (Vas),Ahmedabad,Vastrapur,Bengali,Fine Dining,Yes,Yes,4.8,3053,4227,Dine-out,Yes,No,77,Excellent (4.5+),Luxury (1500+),38.52
ZOM1570,Noodle Box (Aun),Pune,Aundh,Chinese,Fine Dining,Yes,No,3.7,3872,3491,Desserts,Yes,No,63,Good (3.5-4.0),Luxury (1500+),30.57
ZOM1571,Green Leaf Cafe (SG ),Ahmedabad,SG Highway,Fast Food,Casual Dining,Yes,Yes,3.2,1582,1411,Delivery,Yes,No,25,Average (2.5-3.5),Premium (700-1500),23.57
ZOM1572,Chaat Corner (CG ),Ahmedabad,CG Road,South Indian,Food Court,Yes,No,3.4,1819,506,Dine-out,No,No,30,Average (2.5-3.5),Mid-range (300-700),25.52
ZOM1573,The Grand Kitchen (Jag),Jaipur,Jagatpura,Fast Food,Bakery,No,No,4.5,2556,467,Delivery,No,No,0,Very Good (4.0-4.5),Mid-range (300-700),35.31
ZOM1574,The Sandwich Shop (Ami),Lucknow,Aminabad,Gujarati,Fine Dining,Yes,Yes,3.5,3662,2820,Pubs and Bars,No,No,55,Average (2.5-3.5),Luxury (1500+),28.72
ZOM1575,Burger House (Kar),Delhi,Karol Bagh,Bengali,Delivery Only,Yes,No,3.2,489,796,Dine-out,No,No,74,Average (2.5-3.5),Premium (700-1500),19.82
ZOM1576,The Kebab Studio (Cam),Pune,Camp,Bengali,Dhaba,Yes,No,1.8,4659,653,Delivery,Yes,No,31,Poor (<2.5),Mid-range (300-700),15.2
ZOM1577,Food Junction (Gac),Hyderabad,Gachibowli,Mughlai,Delivery Only,Yes,No,4.4,2827,586,Pubs and Bars,No,No,22,Very Good (4.0-4.5),Mid-range (300-700),34.97
ZOM1578,The Pizza Place (Vel),Chennai,Velachery,Mughlai,Food Court,Yes,No,3.5,287,719,Dine-out,Yes,No,51,Average (2.5-3.5),Premium (700-1500),19.82
ZOM1579,Flavors Restaurant (Sec),Hyderabad,Secunderabad,Fast Food,Quick Bites,Yes,No,3.4,692,256,Desserts,Yes,Yes,23,Average (2.5-3.5),Budget (<300),22.24
ZOM1580,The Grand Kitchen (Kar),Delhi,Karol Bagh,Thai,Casual Dining,No,Yes,3.9,3018,1439,Delivery,Yes,No,0,Good (3.5-4.0),Premium (700-1500),31.25
ZOM1581,Bombay Bites (Gom),Lucknow,Gomti Nagar,South Indian,Dhaba,Yes,No,3.3,579,308,Dine-out,No,No,40,Average (2.5-3.5),Mid-range (300-700),21.0
