Restaurant_ID,Restaurant_Name,City,Cuisines,Restaurant_Type,Rating,Votes,Approx_Cost_for_Two,Rating_Category,Cost_Category,Engagement_Score,Online_Order,Table_Booking
ZOM1557,The Curry House (Haz),Lucknow,Mexican,Quick Bites,4.1,375,494,Very Good (4.0-4.5),Mid-range (300-700),24.31,Yes,No
ZOM1558,Saffron Kitchen (Gac),Hyderabad,Continental,Bakery,3.1,429,797,Average (2.5-3.5),Premium (700-1500),18.8,Yes,No
ZOM1559,Urban Bites (Kar),Delhi,Gujarati,Bakery,3.6,4693,772,Good (3.5-4.0),Premium (700-1500),30.43,Yes,No
ZOM1560,Chaat Corner (Mad),Hyderabad,Fast Food,Fine Dining,3.8,2095,2028,Good (3.5-4.0),Luxury (1500+),29.06,Yes,Yes
ZOM1561,Dosa Point (T N),Chennai,Italian,Cafe,3.4,1522,597,Average (2.5-3.5),Mid-range (300-700),24.92,Yes,No
ZOM1562,South Kitchen (Con),Delhi,South Indian,Food Court,4.0,4953,256,Good (3.5-4.0),Budget (<300),34.03,Yes,No
ZOM1563,Tikka Town (Ali),Kolkata,Mughlai,Food Court,3.1,102,343,Average (2.5-3.5),Mid-range (300-700),14.37,Yes,No
ZOM1564,Spice Garden (Aun),Pune,Bengali,Fine Dining,3.1,4737,2817,Average (2.5-3.5),Luxury (1500+),26.24,No,Yes
ZOM1565,Royal Feast (Cam),Pune,Chinese,Food Court,4.4,4671,442,Very Good (4.0-4.5),Mid-range (300-700),37.18,No,No
ZOM1566,Punjabi Tadka (Pow),Mumbai,Italian,Dhaba,2.2,1859,476,Poor (<2.5),Mid-range (300-700),16.56,Yes,No
ZOM1567,The Curry House (Jay),Bangalore,Fast Food,Cafe,3.7,1182,782,Good (3.5-4.0),Premium (700-1500),26.18,No,No
ZOM1568,The Pizza Place (HSR),Bangalore,Continental,Cafe,3.8,1096,775,Good (3.5-4.0),Premium (700-1500),26.6,Yes,No
ZOM1569,Punjabi Tadka (Vas),Ahmedabad,Bengali,Fine Dining,4.8,3053,4227,Excellent (4.5+),Luxury (1500+),38.52,Yes,Yes
ZOM1570,Noodle Box (Aun),Pune,Chinese,Fine Dining,3.7,3872,3491,Good (3.5-4.0),Luxury (1500+),30.57,Yes,No
ZOM1571,Green Leaf Cafe (SG ),Ahmedabad,Fast Food,Casual Dining,3.2,1582,1411,Average (2.5-3.5),Premium (700-1500),23.57,Yes,Yes
ZOM1572,Chaat Corner (CG ),Ahmedabad,South Indian,Food Court,3.4,1819,506,Average (2.5-3.5),Mid-range (300-700),25.52,Yes,No
ZOM1573,The Grand Kitchen (Jag),Jaipur,Fast Food,Bakery,4.5,2556,467,Very Good (4.0-4.5),Mid-range (300-700),35.31,No,No
ZOM1574,The Sandwich Shop (Ami),Lucknow,Gujarati,Fine Dining,3.5,3662,2820,Average (2.5-3.5),Luxury (1500+),28.72,Yes,Yes
ZOM1575,Burger House (Kar),Delhi,Bengali,Delivery Only,3.2,489,796,Average (2.5-3.5),Premium (700-1500),19.82,Yes,No
ZOM1576,The Kebab Studio (Cam),Pune,Bengali,Dhaba,1.8,4659,653,Poor (<2.5),Mid-range (300-700),15.2,Yes,No
ZOM1577,Food Junction (Gac),Hyderabad,Mughlai,Delivery Only,4.4,2827,586,Very Good (4.0-4.5),Mid-range (300-700),34.97,Yes,No
ZOM1578,The Pizza Place (Vel),Chennai,Mughlai,Food Court,3.5,287,719,Average (2.5-3.5),Premium (700-1500),19.82,Yes,No
ZOM1579,Flavors Restaurant (Sec),Hyderabad,Fast Food,Quick Bites,3.4,692,256,Average (2.5-3.5),Budget (<300),22.24,Yes,No
ZOM1580,The Grand Kitchen (Kar),Delhi,Thai,Casual Dining,3.9,3018,1439,Good (3.5-4.0),Premium (700-1500),31.25,No,Yes
ZOM1581,Bombay Bites (Gom),Lucknow,South Indian,Dhaba,3.3,579,308,Average (2.5-3.5),Mid-range (300-700),21.0,Yes,No
ZOM1582,Saffron Kitchen (CG ),Ahmedabad,Chinese,Fine Dining,3.0,674,2625,Average (2.5-3.5),Luxury (1500+),19.54,Yes,No
ZOM1583,Taste of India (Man),Ahmedabad,Fast Food,Food Court,4.0,251,736,Good (3.5-4.0),Premium (700-1500),22.12,Yes,No
ZOM1584,Curry Leaf (Ind),Lucknow,Thai,Delivery Only,3.3,2405,426,Average (2.5-3.5),Mid-range (300-700),25.69,Yes,No
ZOM1585,The Pizza Place (Kar),Delhi,Fast Food,Bakery,2.8,3552,676,Average (2.5-3.5),Mid-range (300-700),22.89,Yes,No
ZOM1586,Bombay Bites (Dad),Mumbai,Chinese,Bakery,3.9,1400,656,Good (3.5-4.0),Mid-range (300-700),28.26,No,No
ZOM1587,Idli House (SG ),Ahmedabad,North Indian,Dhaba,4.2,2777,425,Very Good (4.0-4.5),Mid-range (300-700),33.3,Yes,No
ZOM1588,Tikka Town (Mal),Jaipur,Italian,Dhaba,3.0,592,476,Average (2.5-3.5),Mid-range (300-700),19.16,No,No
ZOM1589,Urban Bites (Vim),Pune,Italian,Delivery Only,3.3,3836,417,Average (2.5-3.5),Mid-range (300-700),27.23,No,No
ZOM1590,The Pizza Place (Myl),Chennai,Biryani,Delivery Only,3.3,194,745,Average (2.5-3.5),Premium (700-1500),17.4,Yes,No
ZOM1591,South Kitchen (Ann),Chennai,Gujarati,Food Court,4.8,4438,513,Excellent (4.5+),Mid-range (300-700),40.31,No,No
ZOM1592,Spice Garden (Gac),Hyderabad,North Indian,Fine Dining,4.6,1103,3820,Excellent (4.5+),Luxury (1500+),32.23,Yes,No
ZOM1593,Desi Zaika (MG ),Bangalore,Mexican,Casual Dining,4.8,1679,1261,Excellent (4.5+),Premium (700-1500),35.65,Yes,No
ZOM1594,Burger House (Hin),Pune,Mexican,Bakery,3.5,935,447,Average (2.5-3.5),Mid-range (300-700),23.95,Yes,No
ZOM1595,The Grill House (Juh),Mumbai,Continental,Quick Bites,3.2,1075,350,Average (2.5-3.5),Mid-range (300-700),22.34,No,No
ZOM1596,Green Leaf Cafe (Kor),Pune,South Indian,Cafe,3.5,4224,841,Average (2.5-3.5),Premium (700-1500),29.22,No,No
ZOM1597,Saffron Kitchen (Hit),Hyderabad,Biryani,Quick Bites,3.3,4633,376,Average (2.5-3.5),Mid-range (300-700),27.86,Yes,No
ZOM1598,Chaat Corner (Sal),Kolkata,Gujarati,Casual Dining,4.7,3705,859,Excellent (4.5+),Premium (700-1500),38.62,Yes,No
ZOM1599,Desi Zaika (Pow),Mumbai,Italian,Quick Bites,3.3,4651,401,Average (2.5-3.5),Mid-range (300-700),27.87,No,No
ZOM1600,Idli House (Nun),Chennai,South Indian,Dhaba,3.9,4945,450,Good (3.5-4.0),Mid-range (300-700),33.17,Yes,No
ZOM1601,Desi Zaika (Gom),Lucknow,Mughlai,Quick Bites,4.2,1471,240,Very Good (4.0-4.5),Budget (<300),30.64,Yes,No
ZOM1602,Food Junction (And),Mumbai,Mughlai,Fine Dining,3.3,2602,4249,Average (2.5-3.5),Luxury (1500+),25.95,Yes,No
ZOM1603,Food Junction (CG ),Ahmedabad,Italian,Casual Dining,2.8,3922,995,Average (2.5-3.5),Premium (700-1500),23.17,No,Yes
ZOM1604,The Grill House (CG ),Ahmedabad,Mexican,Delivery Only,3.5,1909,282,Average (2.5-3.5),Budget (<300),26.44,No,No
ZOM1605,The Curry House (Mal),Jaipur,Mughlai,Food Court,4.0,2951,625,Good (3.5-4.0),Mid-range (300-700),31.96,Yes,No
ZOM1606,Burger House (SG ),Ahmedabad,Fast Food,Bakery,3.0,2336,574,Average (2.5-3.5),Mid-range (300-700),23.27,Yes,No
ZOM1607,Masala Magic (Dad),Mumbai,Mughlai,Cafe,4.5,2995,1411,Very Good (4.0-4.5),Premium (700-1500),36.02,Yes,No
ZOM1608,South Kitchen (Man),Jaipur,Mexican,Fine Dining,4.0,1148,4483,Good (3.5-4.0),Luxury (1500+),28.19,Yes,Yes
ZOM1609,Dosa Point (Man),Jaipur,South Indian,Casual Dining,5.0,269,719,Excellent (4.5+),Premium (700-1500),27.99,Yes,No
ZOM1610,Punjabi Tadka (Vas),Ahmedabad,South Indian,Casual Dining,4.3,3452,1220,Very Good (4.0-4.5),Premium (700-1500),35.03,No,Yes
ZOM1611,The Grand Kitchen (Juh),Mumbai,Italian,Quick Bites,3.3,1767,483,Average (2.5-3.5),Mid-range (300-700),24.68,Yes,No
ZOM1612,Dosa Point (Juh),Mumbai,Thai,Dhaba,2.9,72,326,Average (2.5-3.5),Mid-range (300-700),12.44,Yes,No
ZOM1613,Dosa Point (MI ),Jaipur,Biryani,Quick Bites,2.8,2529,211,Average (2.5-3.5),Budget (<300),21.94,Yes,No
ZOM1614,Flavors Restaurant (Dwa),Delhi,Italian,Dhaba,2.6,1698,693,Average (2.5-3.5),Mid-range (300-700),19.34,Yes,No
ZOM1615,Chaat Corner (Ali),Lucknow,Chinese,Dhaba,3.4,1497,524,Average (2.5-3.5),Mid-range (300-700),24.86,Yes,No
ZOM1616,The Grill House (Kor),Pune,Chinese,Fine Dining,3.7,1304,4560,Good (3.5-4.0),Luxury (1500+),26.54,No,Yes
ZOM1617,The Kebab Studio (New),Kolkata,Thai,Bakery,2.6,2049,400,Average (2.5-3.5),Mid-range (300-700),19.83,Yes,No
ZOM1618,Green Leaf Cafe (Ali),Kolkata,Italian,Cafe,4.2,1063,731,Very Good (4.0-4.5),Premium (700-1500),29.27,Yes,No
ZOM1619,Bombay Bites (Kor),Pune,Biryani,Casual Dining,5.0,3664,573,Excellent (4.5+),Mid-range (300-700),41.03,Yes,Yes
ZOM1620,The Sandwich Shop (Jub),Hyderabad,Mughlai,Casual Dining,4.3,531,1004,Very Good (4.0-4.5),Premium (700-1500),26.99,Yes,Yes
ZOM1621,Taste of India (Con),Delhi,Mexican,Bakery,3.9,1578,704,Good (3.5-4.0),Premium (700-1500),28.72,Yes,No
ZOM1622,Punjabi Tadka (Gac),Hyderabad,Fast Food,Quick Bites,3.8,4279,177,Good (3.5-4.0),Budget (<300),31.77,No,No
ZOM1623,Dosa Point (Bal),Kolkata,Chinese,Food Court,2.6,776,605,Average (2.5-3.5),Mid-range (300-700),17.3,Yes,No
ZOM1624,Urban Bites (Pow),Mumbai,Bengali,Dhaba,4.0,583,361,Good (3.5-4.0),Mid-range (300-700),25.48,Yes,No
ZOM1625,Olive Garden (Kor),Pune,Italian,Casual Dining,3.8,1797,613,Good (3.5-4.0),Mid-range (300-700),28.48,No,No
ZOM1626,Saffron Kitchen (Jag),Jaipur,Chinese,Bakery,4.3,3741,666,Very Good (4.0-4.5),Mid-range (300-700),35.38,Yes,No
ZOM1627,Desi Zaika (Man),Ahmedabad,Bengali,Quick Bites,3.8,4541,242,Good (3.5-4.0),Budget (<300),32.0,No,No
ZOM1628,Punjabi Tadka (Whi),Bangalore,South Indian,Food Court,2.7,1649,490,Average (2.5-3.5),Mid-range (300-700),20.0,Yes,No
ZOM1629,The Sandwich Shop (Kar),Delhi,Thai,Dhaba,3.6,4801,248,Good (3.5-4.0),Budget (<300),30.52,Yes,No
ZOM1630,The Grill House (Pra),Ahmedabad,Gujarati,Cafe,3.5,4981,740,Average (2.5-3.5),Premium (700-1500),29.8,Yes,No
ZOM1631,Royal Feast (Hin),Pune,Gujarati,Quick Bites,3.2,708,467,Average (2.5-3.5),Mid-range (300-700),21.0,No,No
ZOM1632,The Sandwich Shop (Gac),Hyderabad,Mughlai,Casual Dining,4.3,2434,1216,Very Good (4.0-4.5),Premium (700-1500),33.53,Yes,No
ZOM1633,Curry Leaf (Gom),Lucknow,Mexican,Casual Dining,3.3,860,1218,Average (2.5-3.5),Premium (700-1500),22.3,Yes,No
ZOM1634,South Kitchen (Dwa),Delhi,North Indian,Cafe,3.7,187,1178,Good (3.5-4.0),Premium (700-1500),19.37,Yes,No
ZOM1635,The Grand Kitchen (Laj),Delhi,Mexican,Food Court,4.5,1361,326,Very Good (4.0-4.5),Mid-range (300-700),32.48,Yes,No
ZOM1636,The Grill House (Mad),Hyderabad,Thai,Delivery Only,2.7,3633,531,Average (2.5-3.5),Mid-range (300-700),22.13,No,No
ZOM1637,The Curry House (Col),Mumbai,Bengali,Casual Dining,2.4,4684,855,Poor (<2.5),Premium (700-1500),20.29,Yes,No
ZOM1638,Urban Bites (Col),Mumbai,Gujarati,Casual Dining,2.6,1137,1001,Average (2.5-3.5),Premium (700-1500),18.3,No,Yes
ZOM1639,Green Leaf Cafe (Myl),Chennai,Continental,Cafe,4.3,992,919,Very Good (4.0-4.5),Premium (700-1500),29.67,Yes,No
ZOM1640,The Grill House (Ind),Bangalore,Thai,Food Court,3.4,4959,523,Average (2.5-3.5),Mid-range (300-700),28.93,Yes,No
ZOM1641,The Grand Kitchen (Bal),Kolkata,Continental,Fine Dining,4.1,2691,1919,Very Good (4.0-4.5),Luxury (1500+),32.38,Yes,Yes
ZOM1642,Olive Garden (Mad),Hyderabad,Fast Food,Casual Dining,4.8,1779,731,Excellent (4.5+),Premium (700-1500),35.92,Yes,Yes
ZOM1643,The Diner (Jub),Hyderabad,Mughlai,Dhaba,3.4,4011,304,Average (2.5-3.5),Mid-range (300-700),28.21,Yes,No
ZOM1644,The Pizza Place (Man),Jaipur,Bengali,Cafe,3.6,1847,609,Good (3.5-4.0),Mid-range (300-700),27.08,Yes,No
ZOM1645,The Grill House (Nun),Chennai,Mughlai,Food Court,3.7,3194,576,Good (3.5-4.0),Mid-range (300-700),29.86,Yes,No
ZOM1646,The Kebab Studio (Ami),Lucknow,Gujarati,Cafe,3.3,775,786,Average (2.5-3.5),Premium (700-1500),21.96,Yes,No
ZOM1647,Masala Magic (Aun),Pune,Gujarati,Fine Dining,4.0,3426,3843,Good (3.5-4.0),Luxury (1500+),32.56,Yes,Yes
ZOM1648,Tikka Town (MG ),Bangalore,North Indian,Bakery,2.5,4013,510,Poor (<2.5),Mid-range (300-700),20.74,No,No
ZOM1649,Taste of India (T N),Chennai,Italian,Quick Bites,3.2,2003,362,Average (2.5-3.5),Mid-range (300-700),24.33,Yes,No
ZOM1650,South Kitchen (Ami),Lucknow,Bengali,Cafe,3.6,4149,676,Good (3.5-4.0),Mid-range (300-700),29.99,Yes,No
ZOM1651,Taste of India (Par),Kolkata,Biryani,Food Court,2.7,1135,619,Average (2.5-3.5),Mid-range (300-700),19.0,No,No
ZOM1652,Flavors Restaurant (Pra),Ahmedabad,Chinese,Fine Dining,3.8,2663,3521,Good (3.5-4.0),Luxury (1500+),29.97,Yes,No
ZOM1653,The Sandwich Shop (Sec),Hyderabad,Gujarati,Cafe,3.1,3264,594,Average (2.5-3.5),Mid-range (300-700),25.08,Yes,No
ZOM1654,The Kebab Studio (Ind),Lucknow,Biryani,Bakery,3.6,3248,559,Good (3.5-4.0),Mid-range (300-700),29.11,No,No
ZOM1655,Chaat Corner (Dad),Mumbai,Biryani,Dhaba,4.3,2046,317,Very Good (4.0-4.5),Mid-range (300-700),32.78,Yes,No
ZOM1656,Dosa Point (MI ),Jaipur,Mexican,Food Court,2.9,1948,206,Average (2.5-3.5),Budget (<300),21.97,Yes,No
ZOM1657,Flavors Restaurant (Dad),Mumbai,Continental,Casual Dining,3.4,1596,1232,Average (2.5-3.5),Premium (700-1500),25.08,Yes,Yes
ZOM1658,Food Junction (HSR),Bangalore,Fast Food,Casual Dining,4.6,2611,1406,Excellent (4.5+),Premium (700-1500),36.19,Yes,Yes
ZOM1659,Green Leaf Cafe (Jay),Bangalore,Biryani,Fine Dining,4.7,4917,4428,Excellent (4.5+),Luxury (1500+),39.95,No,Yes
ZOM1660,Urban Bites (Ali),Lucknow,Italian,Food Court,3.8,1834,639,Good (3.5-4.0),Mid-range (300-700),28.56,Yes,No
ZOM1661,Olive Garden (Con),Delhi,South Indian,Food Court,4.5,1059,587,Very Good (4.0-4.5),Mid-range (300-700),31.35,Yes,No
ZOM1662,The Grill House (Jag),Jaipur,Chinese,Dhaba,3.7,1404,756,Good (3.5-4.0),Premium (700-1500),26.82,No,No
ZOM1663,The Kebab Studio (Ali),Lucknow,Chinese,Fine Dining,4.0,1183,3537,Good (3.5-4.0),Luxury (1500+),28.31,Yes,No
ZOM1664,Olive Garden (Myl),Chennai,Mexican,Delivery Only,2.6,1262,324,Average (2.5-3.5),Mid-range (300-700),18.57,Yes,No
ZOM1665,Burger House (Dad),Mumbai,Fast Food,Casual Dining,3.1,4345,941,Average (2.5-3.5),Premium (700-1500),25.97,No,Yes
ZOM1666,Burger House (Jub),Hyderabad,Bengali,Food Court,3.6,4014,286,Good (3.5-4.0),Budget (<300),29.87,No,No
ZOM1667,Spice Garden (Mad),Hyderabad,Fast Food,Cafe,3.9,790,600,Good (3.5-4.0),Mid-range (300-700),26.03,Yes,No
ZOM1668,Masala Magic (Ban),Mumbai,North Indian,Delivery Only,2.9,4177,308,Average (2.5-3.5),Mid-range (300-700),24.18,Yes,No
ZOM1669,South Kitchen (Ind),Bangalore,Gujarati,Delivery Only,3.9,4168,268,Good (3.5-4.0),Budget (<300),32.51,Yes,No
ZOM1670,The Biryani Bowl (And),Mumbai,Fast Food,Bakery,2.8,2357,578,Average (2.5-3.5),Mid-range (300-700),21.74,No,No
ZOM1671,Food Junction (Vel),Chennai,Chinese,Quick Bites,3.8,2395,191,Good (3.5-4.0),Budget (<300),29.57,Yes,No
ZOM1672,South Kitchen (Vai),Jaipur,Biryani,Cafe,2.8,3185,699,Average (2.5-3.5),Mid-range (300-700),22.59,Yes,No
ZOM1673,The Pizza Place (CG ),Ahmedabad,Biryani,Delivery Only,3.1,363,698,Average (2.5-3.5),Mid-range (300-700),18.28,Yes,No
ZOM1674,Saffron Kitchen (Jay),Bangalore,Bengali,Food Court,3.9,1632,634,Good (3.5-4.0),Mid-range (300-700),28.85,No,No
ZOM1675,The Grand Kitchen (T N),Chennai,North Indian,Quick Bites,3.4,3175,401,Average (2.5-3.5),Mid-range (300-700),27.42,No,No
ZOM1676,Masala Magic (Ind),Lucknow,Continental,Casual Dining,4.4,2156,1186,Very Good (4.0-4.5),Premium (700-1500),33.78,Yes,Yes
ZOM1677,Bombay Bites (Ady),Chennai,South Indian,Delivery Only,3.3,1003,719,Average (2.5-3.5),Premium (700-1500),22.81,Yes,No
ZOM1678,Dosa Point (Bal),Kolkata,Biryani,Casual Dining,4.1,661,463,Very Good (4.0-4.5),Mid-range (300-700),26.63,Yes,No
ZOM1679,Noodle Box (Nav),Ahmedabad,Gujarati,Fine Dining,3.9,1850,3208,Good (3.5-4.0),Luxury (1500+),29.34,Yes,Yes
ZOM1680,Punjabi Tadka (Cam),Pune,North Indian,Delivery Only,3.2,3216,383,Average (2.5-3.5),Mid-range (300-700),25.84,Yes,No
ZOM1681,Idli House (Mad),Hyderabad,Gujarati,Bakery,3.8,1965,757,Good (3.5-4.0),Premium (700-1500),28.82,Yes,No
ZOM1682,Punjabi Tadka (Juh),Mumbai,Continental,Fine Dining,4.0,887,3271,Good (3.5-4.0),Luxury (1500+),27.16,No,No
ZOM1683,Noodle Box (Juh),Mumbai,Continental,Quick Bites,3.7,4964,219,Good (3.5-4.0),Budget (<300),31.49,Yes,No
ZOM1684,Royal Feast (Mad),Hyderabad,Fast Food,Fine Dining,4.1,1615,1898,Very Good (4.0-4.5),Luxury (1500+),30.29,Yes,Yes
ZOM1685,Flavors Restaurant (MI ),Jaipur,Mexican,Fine Dining,3.2,4815,2203,Average (2.5-3.5),Luxury (1500+),27.14,Yes,Yes
ZOM1686,Flavors Restaurant (Kor),Bangalore,Thai,Fine Dining,4.5,3807,3546,Very Good (4.0-4.5),Luxury (1500+),37.1,Yes,Yes
ZOM1687,Masala Magic (Ann),Chennai,Gujarati,Quick Bites,3.5,907,312,Average (2.5-3.5),Mid-range (300-700),23.84,No,No
ZOM1688,Masala Magic (Dad),Mumbai,Fast Food,Cafe,3.0,3124,842,Average (2.5-3.5),Premium (700-1500),24.14,Yes,No
ZOM1689,The Curry House (Mal),Jaipur,Mexican,Quick Bites,3.1,947,338,Average (2.5-3.5),Mid-range (300-700),21.25,Yes,No
ZOM1690,Flavors Restaurant (Dad),Mumbai,Thai,Quick Bites,5.0,2772,426,Excellent (4.5+),Mid-range (300-700),39.64,Yes,No
ZOM1691,The Food Factory (MG ),Bangalore,Fast Food,Cafe,4.0,3757,1095,Good (3.5-4.0),Premium (700-1500),32.93,Yes,No
ZOM1692,The Grand Kitchen (Civ),Jaipur,North Indian,Fine Dining,3.6,4157,3072,Good (3.5-4.0),Luxury (1500+),30.0,No,Yes
ZOM1693,The Food Factory (And),Mumbai,Continental,Dhaba,3.5,2963,748,Average (2.5-3.5),Premium (700-1500),27.98,No,No
ZOM1694,Curry Leaf (Sal),Kolkata,Biryani,Quick Bites,4.3,4241,277,Very Good (4.0-4.5),Budget (<300),35.92,No,No
ZOM1695,The Diner (Nav),Ahmedabad,Mexican,Delivery Only,4.2,205,326,Very Good (4.0-4.5),Mid-range (300-700),22.38,No,No
ZOM1696,Green Leaf Cafe (Jay),Bangalore,Fast Food,Bakery,3.9,261,303,Good (3.5-4.0),Mid-range (300-700),21.72,Yes,No
ZOM1697,Royal Feast (Nav),Ahmedabad,South Indian,Food Court,4.4,3341,583,Very Good (4.0-4.5),Mid-range (300-700),35.7,Yes,No
ZOM1698,Saffron Kitchen (Ady),Chennai,Bengali,Fine Dining,5.0,418,3515,Excellent (4.5+),Luxury (1500+),30.19,Yes,Yes
ZOM1699,Punjabi Tadka (Nun),Chennai,Mexican,Dhaba,4.2,2097,772,Very Good (4.0-4.5),Premium (700-1500),32.12,No,No
ZOM1700,Urban Bites (Vai),Jaipur,Mexican,Dhaba,2.4,2135,574,Poor (<2.5),Mid-range (300-700),18.4,Yes,No
ZOM1701,The Food Factory (Kot),Pune,Mughlai,Cafe,3.8,4550,1436,Good (3.5-4.0),Premium (700-1500),32.01,Yes,No
ZOM1702,The Grill House (Ami),Lucknow,Mexican,Bakery,4.0,2163,650,Good (3.5-4.0),Mid-range (300-700),30.72,Yes,No
ZOM1703,The Diner (Kor),Pune,Bengali,Quick Bites,3.5,1243,269,Average (2.5-3.5),Budget (<300),24.94,No,No
ZOM1704,The Sandwich Shop (Hau),Delhi,Chinese,Casual Dining,4.5,3970,1312,Very Good (4.0-4.5),Premium (700-1500),37.29,Yes,Yes
ZOM1705,Flavors Restaurant (Kot),Pune,Bengali,Food Court,3.9,441,732,Good (3.5-4.0),Premium (700-1500),23.76,Yes,No
ZOM1706,Punjabi Tadka (Cam),Pune,Mughlai,Quick Bites,3.1,3863,486,Average (2.5-3.5),Mid-range (300-700),25.6,Yes,No
ZOM1707,Tikka Town (Whi),Bangalore,North Indian,Bakery,3.9,1594,763,Good (3.5-4.0),Premium (700-1500),28.76,Yes,No
ZOM1708,The Pizza Place (Laj),Delhi,North Indian,Cafe,1.9,164,1411,Poor (<2.5),Premium (700-1500),9.7,No,No
ZOM1709,The Diner (Vim),Pune,Continental,Cafe,5.0,57,807,Excellent (4.5+),Premium (700-1500),20.3,Yes,No
ZOM1710,Taste of India (Civ),Jaipur,Mughlai,Dhaba,4.0,2312,665,Good (3.5-4.0),Mid-range (300-700),30.99,Yes,No
ZOM1711,Chaat Corner (Dwa),Delhi,North Indian,Fine Dining,3.3,3707,3450,Average (2.5-3.5),Luxury (1500+),27.12,No,Yes
ZOM1712,South Kitchen (Vim),Pune,Biryani,Dhaba,3.0,4050,760,Average (2.5-3.5),Premium (700-1500),24.92,Yes,No
ZOM1713,Desi Zaika (Civ),Jaipur,Continental,Bakery,4.4,1269,353,Very Good (4.0-4.5),Mid-range (300-700),31.45,Yes,No
ZOM1714,Food Junction (Ind),Lucknow,Biryani,Cafe,4.3,3172,1217,Very Good (4.0-4.5),Premium (700-1500),34.67,Yes,No
ZOM1715,Food Junction (And),Mumbai,Bengali,Food Court,3.8,2442,524,Good (3.5-4.0),Mid-range (300-700),29.64,Yes,No
ZOM1716,Burger House (Hau),Delhi,Biryani,Delivery Only,3.6,893,336,Good (3.5-4.0),Mid-range (300-700),24.46,Yes,No
ZOM1717,The Diner (Hit),Hyderabad,Gujarati,Quick Bites,3.8,4528,249,Good (3.5-4.0),Budget (<300),31.99,Yes,No
ZOM1718,Saffron Kitchen (MI ),Jaipur,Mexican,Food Court,4.3,823,767,Very Good (4.0-4.5),Premium (700-1500),28.87,No,No
ZOM1719,The Food Factory (Hin),Pune,Fast Food,Delivery Only,3.6,3497,600,Good (3.5-4.0),Mid-range (300-700),29.38,Yes,No
ZOM1720,Punjabi Tadka (Ala),Lucknow,North Indian,Food Court,2.0,475,374,Poor (<2.5),Mid-range (300-700),12.33,Yes,No
ZOM1721,Urban Bites (Haz),Lucknow,Fast Food,Food Court,3.6,3801,434,Good (3.5-4.0),Mid-range (300-700),29.68,Yes,No
ZOM1722,The Curry House (T N),Chennai,Bengali,Delivery Only,3.2,933,651,Average (2.5-3.5),Mid-range (300-700),21.89,Yes,No
ZOM1723,The Diner (Gom),Lucknow,Bengali,Fine Dining,3.4,4893,3129,Average (2.5-3.5),Luxury (1500+),28.89,No,Yes
ZOM1724,Masala Magic (Vas),Ahmedabad,Thai,Casual Dining,5.0,4633,1209,Excellent (4.5+),Premium (700-1500),42.21,Yes,Yes
ZOM1725,Chaat Corner (Vim),Pune,Italian,Food Court,3.4,1129,701,Average (2.5-3.5),Premium (700-1500),23.9,Yes,No
ZOM1726,Spice Garden (Pow),Mumbai,Fast Food,Quick Bites,3.6,2592,295,Good (3.5-4.0),Budget (<300),28.3,Yes,No
ZOM1727,Green Leaf Cafe (Vel),Chennai,Biryani,Cafe,4.5,2262,1140,Very Good (4.0-4.5),Premium (700-1500),34.76,No,No
ZOM1728,Curry Leaf (Civ),Jaipur,North Indian,Delivery Only,4.8,401,528,Excellent (4.5+),Mid-range (300-700),28.78,No,No
ZOM1729,Curry Leaf (Man),Jaipur,North Indian,Quick Bites,3.3,3242,459,Average (2.5-3.5),Mid-range (300-700),26.68,Yes,No
ZOM1730,The Curry House (New),Kolkata,Fast Food,Quick Bites,4.2,2010,322,Very Good (4.0-4.5),Mid-range (300-700),31.95,No,No
ZOM1731,The Diner (Gom),Lucknow,Thai,Bakery,2.9,1777,361,Average (2.5-3.5),Mid-range (300-700),21.7,Yes,No
ZOM1732,Royal Feast (And),Mumbai,North Indian,Dhaba,3.8,1756,637,Good (3.5-4.0),Mid-range (300-700),28.39,Yes,No
ZOM1733,The Grand Kitchen (Ady),Chennai,Italian,Casual Dining,3.5,360,634,Average (2.5-3.5),Mid-range (300-700),20.61,Yes,No
ZOM1734,Urban Bites (Ali),Lucknow,South Indian,Quick Bites,3.7,2101,193,Good (3.5-4.0),Budget (<300),28.31,Yes,No
ZOM1735,Bombay Bites (Dwa),Delhi,Chinese,Delivery Only,3.0,2105,785,Average (2.5-3.5),Premium (700-1500),22.96,No,No
ZOM1736,The Curry House (Vel),Chennai,Biryani,Bakery,3.9,4658,597,Good (3.5-4.0),Mid-range (300-700),32.94,Yes,No
ZOM1737,The Curry House (Vim),Pune,Mughlai,Casual Dining,3.6,679,786,Good (3.5-4.0),Premium (700-1500),23.48,Yes,No
ZOM1738,Royal Feast (Ind),Lucknow,Chinese,Food Court,3.6,3856,370,Good (3.5-4.0),Mid-range (300-700),29.73,Yes,No
ZOM1739,Food Junction (Ali),Lucknow,South Indian,Food Court,3.7,744,577,Good (3.5-4.0),Mid-range (300-700),24.47,Yes,No
ZOM1740,The Sandwich Shop (Sak),Delhi,Biryani,Delivery Only,3.5,2282,664,Average (2.5-3.5),Mid-range (300-700),27.07,No,No
ZOM1741,The Curry House (And),Mumbai,Gujarati,Dhaba,4.8,2156,701,Excellent (4.5+),Premium (700-1500),36.85,Yes,No
